slug,peak_tvl,current_tvl,drawdown_from_peak,tvl_30d_change,tvl_90d_change,volatility,lifespan_days,consecutive_decline_days,data_points,label,name,category,avax_only
voltz,371600.0,739.0,0.9980113024757804,0.0,-0.009370816599732263,2.0292197167845476,985,230,987,alive,Voltz,Derivatives,False
elk,4296380.0,42701.0,0.9900611677738003,-0.24494739633984616,-0.42864406326099175,1.443809468248518,1682,787,1624,alive,Elk,Dexs,False
iron-bank,121431584.0,53843.0,0.9995565980593648,-0.15607661201843204,-0.28308368284401836,2.808061293544196,1494,770,1496,alive,Iron Bank,Lending,False
openocean,819784.0,0.0,1.0,0.0,0.0,7.134907819571904,1569,351,1571,alive,OpenOcean,DEX Aggregator,False
balmy,7677.0,41.0,0.9946593721505796,-0.25,-0.3333333333333333,1.7442832959609194,598,194,600,alive,Balmy,DCA Tools,False
impossible-finance,1242123.0,2.0,0.9999983898535009,0.0,-0.25,3.996348709718233,1278,159,1280,alive,Impossible Finance,Launchpad,False
joe-v2,31762453.0,93530.0,0.9970553281889154,-0.20636900519295387,-0.31279756656674307,2.314791381391622,1195,562,1197,alive,Joe V2,Dexs,False
granary-finance,91390.0,449.0,0.9950869898238319,-0.08163265306122448,-0.13957934990439771,1.5130510347561092,1356,519,1357,alive,Granary Finance,Lending,False
xave-finance,1487310.0,11921.0,0.9919848585701703,0.019497178040020522,0.033639674007282815,1.3431638792216438,845,415,846,alive,Xave Finance,Dexs,False
float,973912.0,16478.0,0.9830806068720788,0.006597031335898846,0.01955082596052713,2.089111044857216,1538,640,1540,alive,Float,Derivatives,False
sushi-kashi,6185.0,0.0,1.0,0.0,0.0,3.0342775349187434,1272,132,1261,alive,Sushi Kashi,Lending,False
varlamore-capital,70350756.0,16.0,0.9999997725681867,-0.9999990191081201,-0.9999942550740369,1.526777756264787,211,1,213,alive,Varlamore Capital,Risk Curators,False
nested,231259.0,5585.0,0.9758495885565535,-0.1839298758217677,-0.3014007003501751,0.8391919322882274,1421,725,1423,alive,Nested,Indexes,False
insurace,14001463.0,9994.0,0.9992862174474196,-0.09743543435073145,-0.1271504672081041,1.3971112432897301,1603,746,1605,alive,InsurAce,Insurance,False
cook-finance,218286.0,117.0,0.999464005937165,-0.24358974358974358,117.0,2.5825358879683837,1516,358,1516,alive,Cook Finance,Indexes,False
kyberswap-elastic,0.0,0.0,0.0,0.0,0.0,0.0,129,0,131,alive,KyberSwap Elastic,Dexs,False
domani-protocol,2071.0,752.0,0.6368903911154031,-0.2292732855680655,-0.30726770929162833,0.19212988600845055,1042,517,1042,alive,Domani Protocol,Indexes,False
xdollar,561.0,0.0,1.0,0.0,0.0,7.6633721511664,1312,1,1314,alive,xDollar,CDP,False
olive-cash,6464833.0,23396.0,0.9963810356740846,-0.27655298228255154,-0.34362901868372325,2.2869840493064593,1779,895,1761,alive,Olive Cash,Yield,False
revest-finance,14985.0,6.0,0.9995995995995997,-0.3,-0.4166666666666667,3.496318583497394,1530,265,1494,alive,Revest Finance,NFT Lending,False
stonedefi,20930.0,11650.0,0.44338270425226944,-0.21149160801299405,-0.25419280501856356,0.34222125500857353,1510,106,1507,alive,StoneDefi,Yield Aggregator,False
token-mill,174203.0,38101.0,0.7812839044103718,-0.29198178946390413,-0.4556312774134556,0.3909219296828783,225,93,227,alive,Token Mill,Launchpad,False
yieldwolf,4537259.0,39889.0,0.9912085688738509,-0.08504977292536355,-0.1845204023223485,2.2205846865926686,1499,766,1495,alive,YieldWolf,Yield,False
bitbond-sales,0.0,0.0,0.0,0.0,0.0,0.0,348,0,350,alive,Bitbond Sales,Launchpad,False
steakhut-liquidity,1175229.0,7171.0,0.9938982104764263,-0.13911895330692595,-0.3577505149100027,0.8762720843059467,728,224,730,alive,SteakHut Liquidity,Liquidity manager,False
ordernchaos,1007727.0,14656.0,0.9854563785628448,-0.000681802686302584,-0.0008861622358554874,2.0422582218338605,1310,656,1312,alive,OrderNChaos,Algo-Stables,False
complus-network,5217645.0,56948.0,0.9890854973843564,-0.17319027846337,-0.3055169386112534,1.997568431540285,1832,954,1833,alive,Complus Network,Dexs,False
oddz,858234.0,64.0,0.9999254282631543,64.0,-0.5075757575757576,3.7223192234232205,1434,790,1436,alive,Oddz,Options,False
definitive-yield-vaults,1035965.0,5858.0,0.9943453688107223,-0.29196374622356497,-0.4479412041835485,1.1099123704781708,746,245,745,alive,Definitive Yield Vaults,Yield,False
stable-jack-v2,1043645.0,38843.0,0.9627814055545708,-0.24882520160120672,-0.5301204819277109,0.7429551170716396,300,90,302,alive,Stable Jack V2,Yield,False
cougarswap,0.0,0.0,0.0,0.0,0.0,0.0,1537,0,1503,alive,CougarSwap,Yield,False
chaingpt,20019.0,0.0,1.0,0.0,0.0,8.703462051925282,698,3,614,alive,ChainGPT,Launchpad,False
risk-harbor,339998.0,1734.0,0.9948999699998236,0.0005767012687427913,-0.0017261219792865361,2.0282960078361656,1326,353,1305,alive,Risk Harbor,Insurance,False
bxh,253697.0,3261.0,0.9871460837140368,-0.0018359853121175031,-0.0045773573390296,2.674593320650859,1369,636,1371,alive,BXH,Dexs,False
eulerdebt,36460.0,2903.0,0.920378496982995,-0.17757009345794392,-0.7774030354131535,0.772788658544332,88,47,90,alive,EulerDebt,Secondary Debt Markets,False
wowswap,2219.0,83.0,0.9625957638575935,83.0,83.0,0.7491451313542772,1238,557,1240,alive,WOWswap,Dexs,False
poolside,2662592.0,182.0,0.9999316455544072,-0.28515625,-0.44376899696048633,2.727817823444533,859,369,861,alive,Poolside,Dexs,False
0.exchange,62732959.0,20971.0,0.9996657100137745,-0.2841343528126707,-0.44340348735369833,4.475824248729486,1847,792,1564,alive,0.exchange,Dexs,False
button-wrappers,1340212.0,112.0,0.9999164311317911,-0.2848101265822785,-0.43781094527363185,2.6324108135104236,813,369,815,alive,Button Wrappers,CDP,False
emiswap,5.0,2.0,0.6,0.5,0.0,0.38021575853851547,1361,92,1342,alive,EmiSwap,Dexs,False
dexpad,0.0,0.0,0.0,0.0,0.0,0.0,1335,0,1335,alive,DexPad,Launchpad,False
kewl-exchange,235.0,0.0,1.0,0.0,0.0,1.9824050512310312,347,7,349,alive,KEWL EXCHANGE,Dexs,False
tranche-finance,141.0,34.0,0.7588652482269503,-0.2708333333333333,-0.3269230769230769,0.33995151223017156,1468,468,1455,alive,Tranche Finance,Yield,False
kalmy-app,92551.0,0.0,1.0,0.0,0.0,2.2260657181247385,1337,389,1338,alive,Kalmy App,Yield,False
pyreswap,101148.0,5210.0,0.9484913196504132,-0.24346689895470383,-0.25354533734422,0.9021119480708175,701,329,703,alive,PyreSwap,Dexs,False
fractal-protocol,1069891.0,0.0,1.0,0.0,0.0,2.246600861045541,1221,70,1223,alive,Fractal Protocol,Yield,False
mushrooms-finance,21867.0,14817.0,0.3224036218960077,-0.15063624899690473,-0.18254537430352513,0.26117254568833237,1418,112,1418,alive,Mushrooms Finance,Yield Aggregator,False
grim-finance,42412.0,20.0,0.9995284353484862,-0.16,-0.27586206896551724,3.182667041802003,1080,319,1081,alive,Grim Finance,Yield,False
