slug,name,category,avax_peak_tvl,avax_current_tvl,avax_start_tvl,avax_drawdown_from_peak,avax_tvl_30d_change,avax_tvl_90d_change,avax_lifespan_days,avax_consecutive_decline_days,avax_volatility_full,avax_history_days,history_source_mode,has_avax_history,has_total_history,total_history_days,current_avax_core_tvl,current_total_core_tvl,current_non_avax_core_tvl,current_avax_share,active_chain_count_core,data_quality_score_v2,current_status,current_tvl_band_avax,low_tvl_now_avax,migrated_candidate,core_eligible,core_universe_status,boundary_reason
kine-finance,Kine Finance,Yield,764816.0,966.0,755407.0,0.9987369511098094,0.09389140271493213,-0.3228291316526611,1486.0,811.0,0.9655526322784957,1487,avax_core,1,1,1808,966.0513,1013591.70962,1012625.6583199999,0.0009530970812322221,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
kitty-finance,Kitty Finance,Algo-Stables,0.0,0.0,0.0,0.0,0.0,0.0,1538.0,0.0,0.0,1535,avax_core,1,1,1535,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
kuu-finance,Kuu Finance,Dexs,3779376.0,11300.0,465850.0,0.9970100884378796,-0.008336258336258336,-0.21564408661854526,786.0,386.0,3.1372599103025967,749,avax_core,1,1,749,11300.58013,11300.58013,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
kyberswap-classic,KyberSwap Classic,Dexs,66549551.0,69499.0,0.0,0.9989556804072202,0.03587557569344045,-0.19196381858134426,1645.0,727.0,1.9424624230324425,1634,avax_core,1,1,1947,69499.49861,1038016.88744,968517.38883,0.06695411168252043,7.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
kyberswap-elastic,KyberSwap Elastic,Dexs,12885559.0,386.0,12490739.0,0.9999700439848981,0.16216216216216217,-0.07857142857142857,1103.0,509.0,3.233410133911925,1037,avax_core,1,1,1037,386.80603,120669.15507000001,120282.34904,0.003205508729845787,4.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
lagoon,Lagoon,Onchain Capital Allocator,84730703.0,4435506.0,102082.0,0.9476517266710274,-0.6891920498598091,-0.9107337095868162,229.0,83.0,1.023315012255408,230,avax_core,1,1,441,4435506.59678,122856655.33546002,118421148.73868002,0.03610310393579291,8.0,0.926027,active_on_avax,ge_10k,0.0,0,1,core_eligible,
lama-miner,Lama Miner,Ponzi,23170.0,0.0,0.0,1.0,0.0,-0.5,688.0,218.0,2.4521886448521357,689,avax_core,1,1,689,0.08135,0.08135,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
leech-protocol,Leech Protocol,Yield Aggregator,2432.0,9.0,2327.0,0.9962993421052632,0.0,0.0,909.0,34.0,3.2636569365717483,899,avax_core,1,1,899,9.46296,3503.12041,3493.65745,0.002701294529581985,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
life-dao,Life DAO,Reserve Currency,6130437.0,69.0,931627.0,0.9999887446849222,0.029411764705882353,-0.18604651162790697,1551.0,713.0,4.019322244668695,1552,avax_core,1,1,1552,69.50376,69.50376,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
louverture,Louverture,Yield,0.0,0.0,0.0,0.0,0.0,0.0,651.0,0.0,0.0,614,avax_core,1,1,614,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
lydia,Lydia,Dexs,24602373.0,49559.0,4660883.0,0.9979856008198884,0.09411219286045433,-0.1800810654313839,1782.0,558.0,2.1170308459776654,1783,avax_core,1,1,1783,49559.26902,49559.26902,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
magic-square,Magic Square,Farm,22264.0,335.0,16060.0,0.9849532878189005,0.09090909090909091,-0.23462414578587698,160.0,93.0,2.016404523422335,161,avax_core,1,1,161,335.618,11833.71457,11498.09657,0.02836117079001002,1.0,0.832329,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
magik-farm,Magik Farm,Yield Aggregator,1732884.0,2969.0,1732884.0,0.9982866712370823,-0.5768025078369906,-0.6014492753623188,1303.0,770.0,2.488885155206655,1300,avax_core,1,1,1300,2969.78172,3762.76933,792.9876100000001,0.7892542591761796,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
magnet-dao,Magnet DAO,Algo-Stables,10299268.0,0.0,10111052.0,1.0,0.0,0.0,1524.0,78.0,5.428143837424293,1525,avax_core,1,1,1525,0.65951,0.65951,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
marginswap,MarginSwap,Dexs,6939110.0,0.0,6939110.0,1.0,0.0,-0.9999995941352544,647.0,305.0,0.36510672690787344,610,avax_core,1,1,610,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
maximizer,Maximizer,Reserve Currency,16807204.0,0.0,1537966.0,1.0,0.0,0.0,683.0,97.0,1.5670647772711463,646,avax_core,1,1,646,0.45728,0.45728,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
meow-miner,Meow Miner,Ponzi,33751.0,0.0,16.0,1.0,0.0,0.0,724.0,212.0,2.9936916831556113,725,avax_core,1,1,725,0.0351,0.0351,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
mev-capital,MEV Capital,Risk Curators,231138997.0,231138997.0,0.0,0.0,1.3558451069871627,8.062930629776032,411.0,0.0,1.3135098329487125,412,avax_core,1,1,412,231138997.8761,326406161.66052,95267163.78442001,0.7081330716927366,9.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
midasdao,MidasDAO,Reserve Currency,20058635.0,0.0,3702119.0,1.0,0.0,0.0,674.0,65.0,2.8711541795521907,637,avax_core,1,1,637,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
mint-club-v2,Mint Club V2,Launchpad,9471.0,521.0,23.0,0.9449899693802133,0.12742980561555076,-0.3113456464379947,766.0,180.0,0.640029378812616,709,avax_core,1,1,709,521.6434,730120.6565699999,729599.0131699999,0.0007144619116114376,5.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
mintswap,MintSwap,Farm,128253.0,1231.0,128253.0,0.9904017839738641,0.051194539249146756,-0.2718676122931442,1569.0,783.0,2.1744400505007913,1570,avax_core,1,1,1570,1231.18523,1231.18523,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
monocerus,Monocerus,Dexs,15042.0,198.0,13992.0,0.9868368568009573,0.015306122448979591,0.0,877.0,119.0,3.267675706832005,878,avax_core,1,1,878,198.00357,202.82513,4.821560000000005,0.9762279950221158,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
monroe-protocol,Monroe Protocol,CDP,435730.0,3911.0,274659.0,0.9910242581415096,0.07976814794369307,-0.3276039876246133,680.0,237.0,1.4382323185705308,681,avax_core,1,1,728,3911.35342,5008.26052,1096.9071,0.7809804231190434,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
moremoney,Moremoney,Lending,14232086.0,7473.0,4565893.0,0.9994749188558866,-0.002801867911941294,-0.010590415673815197,1503.0,733.0,2.4198226093839725,1449,avax_core,1,1,1449,7473.88535,7473.88535,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
mozaic,Mozaic,Yield,551521.0,1189.0,39.0,0.9978441437406735,0.0016835016835016834,0.0,901.0,105.0,6.965452088156258,902,avax_core,1,1,902,1189.0275,7439.87036,6250.84286,0.15981830898462052,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
multi-chain-miner,Multi-Chain Miner,Ponzi,174064.0,0.0,112190.0,1.0,0.0,0.0,1608.0,454.0,2.9664283124177078,1609,avax_core,1,1,1609,0.10531,2.94466,2.83935,0.03576304225275584,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
multipli.fi,Multipli.fi,Yield,18919187.0,15715.0,9958311.0,0.9991693617701437,-0.18115979784296357,-0.23827064753780536,205.0,77.0,1.175922818603372,206,avax_core,1,1,360,15715.89281,342521093.07653004,342505377.18372005,4.588299269058029e-05,5.0,0.911507,active_on_avax,ge_10k,0.0,0,1,core_eligible,
mushrooms-finance,Mushrooms Finance,Yield Aggregator,21867.0,15189.0,13530.0,0.305391686102346,0.028923660502607872,-0.1610979179322914,1430.0,118.0,0.26010248663536684,1429,avax_core,1,1,1883,15189.59023,28540.8594,13351.269170000001,0.5322050754365161,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
mux-perps,MUX Perps,Derivatives,5534754.0,389034.0,170197.0,0.9297106971691966,0.0601795330179424,-0.21671804185047305,1218.0,377.0,0.7358257274240217,1219,avax_core,1,1,1219,389034.60012,8962580.097199999,8573545.497079998,0.04340654096263401,4.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
napier,Napier,Yield,0.0,0.0,0.0,0.0,0.0,0.0,359.0,0.0,0.0,360,avax_core,1,1,615,0.0,298243.87330000004,298243.87330000004,0.0,1.0,0.99726,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
native-swap,Native Swap,Dexs,1276330.0,1.0,163296.0,0.9999992165035688,0.0,0.0,912.0,229.0,1.3713640389365034,913,avax_core,1,1,1064,1.8334,4513.66949,4511.83609,0.00040618835828850193,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
nereus-finance,Nereus Finance,Lending,32414877.0,73744.0,1096623.0,0.9977249952236438,0.09219490521327015,0.167386933877887,1472.0,762.0,1.8564910706971343,1473,avax_core,1,1,1473,73744.42467,73744.42467,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
nested,Nested,Indexes,231259.0,5684.0,124076.0,0.9754214971093017,0.01699463327370304,-0.2567655902732383,1433.0,731.0,0.8446831226162365,1434,avax_core,1,1,1434,5684.09007,140517.97454999998,134833.88447999998,0.04045098207686912,4.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
noaharkdao,NoahArkDAO,Reserve Currency,84177.0,15.0,72633.0,0.9998218040557397,0.0,0.0,1503.0,52.0,3.5757158063776324,1504,avax_core,1,1,1504,15.54072,15.54072,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
nodo,NODO,Prediction Market,2015.0,0.0,1818.0,1.0,0.0,0.0,424.0,8.0,1.7304814614536108,425,avax_core,1,1,425,0.00833,0.84549,0.83716,0.009852275012123149,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
nord-finance,Nord Finance,Yield Aggregator,706793.0,101.0,705283.0,0.9998571010182613,0.0,0.0,1418.0,87.0,6.7404475316875025,1419,avax_core,1,1,1419,101.40761,5071.34697,4969.939359999999,0.019996188507685565,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
north-pole,North Pole,CDP,160730.0,698.0,153248.0,0.9956573135071237,0.011577424023154847,-0.2459546925566343,1405.0,706.0,3.725051045245196,1406,avax_core,1,1,1406,698.50267,698.50267,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
o2-dao,O2 DAO,Reserve Currency,0.0,0.0,0.0,0.0,0.0,0.0,1552.0,0.0,0.0,1553,avax_core,1,1,1553,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
oddz,Oddz,Options,686310.0,59193.0,409800.0,0.9137518031210387,0.00033798627775712305,0.00030417736920373127,1480.0,687.0,0.9856810138793949,1481,avax_core,1,1,1562,59193.24177,59199.59287,6.35109999999986,0.9998927171676003,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
oh-finance,Oh Finance,Yield,3508975.0,2666.0,1687701.0,0.9992402339714589,0.003008649868371568,0.009844755774327906,1565.0,636.0,2.6049714547362206,1547,avax_core,1,1,1547,2666.23988,3036.08206,369.8421800000001,0.878184392684037,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
olive-cash,Olive Cash,Yield,6464833.0,24472.0,3236385.0,0.9962145967266285,0.01835053262316911,-0.3172738938793729,1791.0,902.0,2.2941393408583286,1772,avax_core,1,1,1772,24472.93823,93670.39174,69197.45351,0.26126653017454327,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
omni-exchange-flux,Omni Exchange Flux,Dexs,893.0,13.0,12.0,0.9854423292273237,0.07692307692307693,-0.3,235.0,66.0,1.662413583468913,236,avax_core,1,1,236,13.36378,718.7416499999999,705.3778699999999,0.018593301223047254,0.0,0.893973,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
omni-exchange-v2,Omni Exchange V2,Dexs,21300.0,8.0,8.0,0.99962441314554,0.0,-0.9908163265306122,235.0,94.0,1.5245736696093086,231,avax_core,1,1,231,8.4203,4710.273810000001,4701.853510000001,0.001787645546660906,0.0,0.889863,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
omni-exchange-v3,Omni Exchange V3,Dexs,59132.0,46.0,8.0,0.9992220794155449,0.021739130434782608,-0.3380281690140845,235.0,74.0,2.48959341854362,236,avax_core,1,1,236,46.01505,26536.18533,26490.17028,0.00173404916448102,1.0,0.893973,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
omnibtc,OmniBTC,Lending,70761.0,0.0,110.0,1.0,0.0,0.0,877.0,285.0,1.2680088230697595,875,avax_core,1,1,933,0.00307,1908706.7100999998,1908706.7070299997,1.6084189277247096e-09,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
onavax,onAVAX,Dexs,943087.0,355.0,407351.0,0.9996235766159431,0.07228915662650602,0.022988505747126436,1328.0,662.0,2.5618907668380624,1329,avax_core,1,1,1329,355.91184,355.91184,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
onx-finance,OnX Finance,Yield Aggregator,883.0,0.0,692.0,1.0,0.0,-0.8571428571428571,1461.0,360.0,2.4689068745275415,1462,avax_core,1,1,1820,0.0,249382.94039,249382.94039,0.0,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
openocean,OpenOcean,DEX Aggregator,819877.0,10310.0,812075.0,0.9874249430097441,0.002722940776038121,-0.0031902552204176333,1581.0,857.0,2.3453368785156505,1582,avax_core,1,1,1632,10310.59911,155393.55294,145082.95382999998,0.06635152433885781,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
opyn-gamma,Opyn Gamma,Options,20733184.0,19499.0,0.0,0.999059526988233,0.10045146726862303,-0.33781581092094537,1848.0,805.0,2.7102290973186243,1849,avax_core,1,1,1873,19499.67083,941674.5347099999,922174.86388,0.020707442020830646,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
orcadao,OrcaDAO,Lending,9870124.0,9056.0,1721719.0,0.9990824836648455,-0.04522454142947502,-0.18036199095022623,1607.0,792.0,3.2596176202449985,1608,avax_core,1,1,1608,9056.16498,9056.16498,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
ordernchaos,OrderNChaos,Algo-Stables,1007727.0,14673.0,1007727.0,0.9854395089146167,0.0008184422316191515,0.0008184422316191515,1322.0,661.0,2.0412918249821344,1323,avax_core,1,1,1323,14673.61689,60548.262480000005,45874.64559000001,0.24234579637767334,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
pangolin-v2,Pangolin V2,Dexs,483749257.0,1805793.0,9369781.0,0.9962670888402005,0.067983168179224,-0.3456767890588737,1852.0,784.0,1.4077986355774361,1769,avax_core,1,1,1769,1805793.90713,1846483.06464,40689.15751000005,0.9779639692942794,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
pangolin-v3,Pangolin V3,Dexs,1351559.0,403573.0,638545.0,0.7014018625897944,-0.22233334296808008,-0.1597127514933966,216.0,77.0,0.41672602235434386,217,avax_core,1,1,217,403573.52605,419560.87598,15987.349930000026,0.9618950411125509,2.0,0.878356,active_on_avax,ge_10k,0.0,0,1,core_eligible,
papa-dao,Papa DAO,Reserve Currency,15309680.0,7.0,12806814.0,0.9999995427729385,0.0,-0.2727272727272727,1547.0,398.0,5.504494070397599,1548,avax_core,1,1,1548,7.62014,7.62014,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
parallel-protocol-v3,Parallel Protocol V3,CDP,2467779.0,2135857.0,0.0,0.1345023196971852,2.5398164675387527,7.811077283565588,173.0,2.0,1.1000799286349185,174,avax_core,1,1,223,2135857.78317,3206678.9540500003,1070821.17088,0.6660653635040188,4.0,0.856438,active_on_avax,ge_10k,0.0,0,1,core_eligible,
partyswap,PartySwap,Dexs,902958.0,4445.0,728506.0,0.9950772904166085,-0.01112099644128114,-0.5623584998523476,1554.0,809.0,2.5501524989442212,1555,avax_core,1,1,1555,4445.55758,4445.55758,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
pendle,Pendle,Yield,10646223.0,52546.0,6158820.0,0.9950643528695576,0.007593334739506433,-0.03749496281642671,1572.0,788.0,1.7718013314387808,1573,avax_core,1,1,1699,52546.62706,2149026798.77143,2148974252.14437,2.4451359606143678e-05,11.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
penguin-finance,Penguin Finance,Yield,75258164.0,88332.0,9085897.0,0.9988262801627741,0.06384285576645149,-0.29692449736544674,1787.0,819.0,2.776718704197887,1696,avax_core,1,1,1787,88332.7646,88332.7646,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
pharaoh-cl,Pharaoh CL,Dexs,59821759.0,6313986.0,1575300.0,0.8944533543388452,0.09808545953771099,-0.07524157056936324,814.0,132.0,0.8376365259903688,815,avax_core,1,1,815,6313986.75455,6313986.75455,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
pharaoh-legacy,Pharaoh Legacy,Dexs,15221986.0,3486041.0,92.0,0.7709864534102187,0.01997410596074932,-0.2275276062485749,726.0,103.0,0.7944851506076923,727,avax_core,1,1,727,3486041.87088,3486041.87088,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
pharaoh-v3,Pharaoh V3,Dexs,54716193.0,29598842.0,2060757.0,0.4590478544441131,0.28912569950324474,-0.27717913307483827,146.0,61.0,0.3531292670558056,147,avax_core,1,1,147,29598842.50312,29598842.50312,0.0,1.0,1.0,0.820822,active_on_avax,ge_10k,0.0,0,1,core_eligible,
pharaoh-v3-legacy,Pharaoh V3 Legacy,Dexs,8048425.0,1139551.0,2332989.0,0.8584131677936988,0.5035492434437953,-0.16096944654489068,146.0,68.0,0.7926953967334535,147,avax_core,1,1,147,1139551.65045,1139551.65045,0.0,1.0,1.0,0.820822,active_on_avax,ge_10k,0.0,0,1,core_eligible,
phuture,Phuture,Indexes,4992311.0,858275.0,390888.0,0.8280806223810977,0.03174046007078012,-0.515780043012888,1277.0,239.0,0.6325830667234597,1268,avax_core,1,1,1362,858275.15935,861499.41787,3224.258520000032,0.99625738746525,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
piggy-finance,Piggy Finance,Yield,0.0,0.0,0.0,0.0,0.0,0.0,653.0,0.0,0.0,616,avax_core,1,1,616,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
piggybank-dao,Piggybank DAO,Reserve Currency,2454901.0,0.0,2291493.0,1.0,0.0,0.0,692.0,124.0,2.4822414555648455,655,avax_core,1,1,655,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
pinksale,PinkSale,Launchpad,2085763.0,55242.0,419056.0,0.9735147281834033,0.1336083066568169,-0.32253752575296774,1343.0,357.0,0.8609949631607459,1281,avax_core,1,1,1281,55242.96014,165799955.11686,165744712.15672,0.00033319044086027263,5.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
piratedao,PirateDAO,Reserve Currency,349160.0,800.0,204105.0,0.997708786802612,-0.007434944237918215,-0.011111111111111112,1532.0,619.0,4.656306768589662,1533,avax_core,1,1,1533,800.67862,800.67862,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
platypus-finance,Platypus Finance,Dexs,1254719052.0,46567.0,3.0,0.9999628865123824,0.012435863988172884,-0.21600053873867808,1562.0,780.0,2.5054098649118854,1561,avax_core,1,1,1561,46567.27869,46567.27869,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
ploutos-money,Ploutos Money,Lending,73231.0,10576.0,51377.0,0.8555802870369106,-0.7941336758924054,-0.7941336758924054,8.0,4.0,0.46934091815344625,9,avax_core,1,1,152,10576.20272,18055.375659999998,7479.172939999999,0.5857647561125294,1.0,0.746575,active_on_avax,ge_10k,0.0,0,1,core_eligible,
polar-bear-finance,Polar Bear Finance,Algo-Stables,0.0,0.0,0.0,0.0,0.0,0.0,1456.0,0.0,0.0,1457,avax_core,1,1,1457,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
poolside,Poolside,Dexs,2662592.0,199.0,3343.0,0.9999252607985001,0.09289617486338798,-0.32432432432432434,871.0,373.0,2.7474672384868017,872,avax_core,1,1,872,199.14263,37544.03495,37344.89232,0.00530424154636581,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
pooltogether-v4,PoolTogether V4,Yield Lottery,72205.0,16032.0,71961.0,0.777965514853542,-0.0013702896293989412,-0.007244582043343654,865.0,422.0,0.6254353598144431,866,avax_core,1,1,866,16032.46694,752539.11728,736506.65034,0.02130449643328606,4.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
poolz-vesting,Poolz Vesting,Launchpad,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,172,avax_core,1,1,576,0.0,18899.81432,18899.81432,0.0,1.0,0.894247,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
prime-protocol,Prime Protocol,Lending,1206826.0,32166.0,204432.0,0.9733466133477403,0.061757327700026406,-0.19048218240386552,1026.0,334.0,0.7209597451388958,1027,avax_core,1,1,1027,32166.41056,375150.93450999993,342984.52394999994,0.0857425841202125,8.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
printyfinance,printyfinance,Dexs,3300.0,1186.0,344.0,0.6406060606060606,0.10727611940298508,-0.3232611174458381,1051.0,52.0,0.733451984927976,1052,avax_core,1,1,1052,1186.89352,1186.89352,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
projectx,ProjectX,Yield,0.0,0.0,0.0,0.0,0.0,0.0,609.0,0.0,0.0,572,avax_core,1,1,572,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
pumpspace,PumpSpace,Dexs,1340228.0,1231513.0,811222.0,0.08111679505278206,0.7013927361095953,0.30906566832277804,122.0,12.0,0.14955079523797038,123,avax_core,1,1,123,1231513.0,1231513.0,0.0,1.0,1.0,0.801096,active_on_avax,ge_10k,0.0,0,1,core_eligible,
pyreswap,PyreSwap,Dexs,101148.0,5981.0,23567.0,0.9408688258789101,0.2585735325057858,-0.16858929812369702,713.0,334.0,0.9095108693143719,714,avax_core,1,1,714,5981.59895,36919.88829,30938.289340000003,0.16201562970655453,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
qidao,QiDao,CDP,4856034.0,132867.0,1685882.0,0.9726387830068736,0.058709163346613545,-0.25865666811734905,1573.0,738.0,1.2067193907268159,1573,avax_core,1,1,1770,132867.71223,3092526.83307,2959659.12084,0.04296412590803622,8.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
r-u-generous,R U Generous,Reserve Currency,7402159.0,0.0,3416652.0,1.0,0.0,0.0,1560.0,148.0,2.9652724615698487,1561,avax_core,1,1,1561,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
radioshack,RadioShack,Dexs,33363560.0,113512.0,1717185.0,0.9965977251828042,0.03277197004849378,-0.15087296719079607,1433.0,739.0,2.292079702002835,1432,avax_core,1,1,1432,113512.26109,510975.74986000004,397463.48877000005,0.22214803955197623,4.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
ragnarokdao,RagnarokDAO,Reserve Currency,2509757.0,0.0,2509757.0,1.0,0.0,0.0,1541.0,97.0,8.187912125340665,1542,avax_core,1,1,1542,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
ramp,Ramp,CDP,1572.0,0.0,649.0,1.0,0.0,0.0,1290.0,157.0,0.9045172388311485,1287,avax_core,1,1,1449,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
re7-labs,Re7 Labs,Risk Curators,213924703.0,20037875.0,0.0,0.9063321125657938,0.005974283186173918,-0.07772771838882758,411.0,165.0,0.8672759965980236,412,avax_core,1,1,412,20037875.99299,103242463.05899,83204587.066,0.1940856058571645,13.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
rehold-v1,ReHold V1,Yield,96396.0,0.0,10761.0,1.0,0.0,0.0,1052.0,168.0,1.9174740251667315,1053,avax_core,1,1,1107,0.0,0.14031,0.14031,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
rehold-v2,ReHold V2,Yield,130841.0,0.0,0.0,1.0,-0.5,-0.5,942.0,229.0,1.3362530169927243,943,avax_core,1,1,943,0.88033,14.374820000000001,13.49449,0.06124111467134892,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
reservoir,Reservoir,Dexs,124652.0,17.0,9997.0,0.999863620318968,0.058823529411764705,-0.25,896.0,34.0,2.3810670029693735,897,avax_core,1,1,897,17.20546,17.20546,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
return-finance,Return Finance,Yield Aggregator,127014.0,0.0,5.0,1.0,0.0,0.0,725.0,43.0,4.080253059175208,726,avax_core,1,1,726,0.05293,257.03934,256.98641,0.00020592178613592767,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
revest-finance,Revest Finance,NFT Lending,14985.0,7.0,0.0,0.9995328661995329,0.14285714285714285,-0.3333333333333333,1542.0,265.0,3.509888952912135,1505,avax_core,1,1,1541,7.194,90470.48027000001,90463.28627000001,7.951765016091694e-05,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
ribbon,Ribbon,Options Vault,22016073.0,80677.0,9399.0,0.9963355408569003,0.06646397884996695,-0.4195159155010649,1547.0,791.0,2.031914295008053,1531,avax_core,1,1,1786,80677.9647,3619171.38654,3538493.42184,0.022291833152762005,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
ripae,Ripae,Algo-Stables,0.0,0.0,0.0,0.0,0.0,0.0,1459.0,0.0,0.0,1459,avax_core,1,1,1490,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
